protein,folder
13129068,Folder06
13129092,Folder06
1313352A,Folder06
1313976D,Folder06
1313976E,Folder06
1314246,Folder06
1316032113,Folder06
13160388,Folder06
13160477,Folder06
13186234,Folder06
13194201,Folder06
13195721,Folder06
132212,Folder06
13236495,Folder06
13236532,Folder06
13236549,Folder06
13236559,Folder06
13236585,Folder06
1325919,Folder06
13259533,Folder06
1326083,Folder06
13277564,Folder06
1331227850,Folder06
1331531474,Folder06
13325064,Folder06
13325075,Folder06
13345275,Folder06
1335348337,Folder06
13359163,Folder07
13359205,Folder07
1336027,Folder07
13375787,Folder07
13375983,Folder07
13376115,Folder07
13376181,Folder07
13376331,Folder07
13376423,Folder07
13376574,Folder07
13376717,Folder07
13377002,Folder07
133777163,Folder07
133777198,Folder07
133777225,Folder07
133777743,Folder07
133777954,Folder07
133777956,Folder07
13384594,Folder07
133893286,Folder07
13399328,Folder07
134048541,Folder07
134152403,Folder07
134254443,Folder07
134268640,Folder07
134288863,Folder07
13431375,Folder07
13435364,Folder07
13436164,Folder07
13436272,Folder07
13436467,Folder07
13449277,Folder07
13449287,Folder07
13477245,Folder07
13489073,Folder07
13491166,Folder07
13514809,Folder07
13537206,Folder07
13540527,Folder07
13540531,Folder07
13540576,Folder07
13543307,Folder07
13559170,Folder07
13559514,Folder07
1356593007,Folder07
13569577,Folder07
13569885,Folder07
13569919,Folder07
13603394,Folder07
13605449,Folder07
136255216,Folder07
1362858,Folder07
13646878,Folder07
13654237,Folder07
13654239,Folder07
13676857,Folder07
1370451679,Folder07
1370451687,Folder07
1370451891,Folder07
1370452000,Folder07
1370452107,Folder07
1370452236,Folder07
1370452256,Folder07
1370452258,Folder07
1370452455,Folder07
1370452488,Folder07
1370452769,Folder07
1370452807,Folder07
1370453043,Folder07
1370453059,Folder07
1370453062,Folder07
1370453073,Folder07
1370453455,Folder07
1370453495,Folder07
1370453594,Folder07
1370453734,Folder07
1370453913,Folder07
1370453996,Folder07
1370454543,Folder07
1370454630,Folder07
1370454746,Folder07
1370455125,Folder07
1370455348,Folder07
1370456365,Folder07
1370456419,Folder07
1370456518,Folder07
1370456559,Folder07
1370456713,Folder07
1370456754,Folder07
1370456756,Folder07
1370456784,Folder07
1370456860,Folder07
1370456890,Folder07
1370457176,Folder07
1370457250,Folder07
1370457381,Folder07
1370457387,Folder07
1370457487,Folder07
1370457516,Folder07
1370457574,Folder07
1370457821,Folder07
1370458007,Folder07
1370458035,Folder07
1370458142,Folder07
1370458217,Folder07
1370458893,Folder07
1370458978,Folder07
1370458984,Folder07
1370458997,Folder07
1370459047,Folder07
1370459335,Folder07
1370459589,Folder07
1370459772,Folder07
1370460027,Folder07
1370460166,Folder07
1370460358,Folder07
1370460395,Folder07
1370460453,Folder07
1370460503,Folder07
1370460525,Folder07
1370460605,Folder07
1370460987,Folder07
1370461153,Folder07
1370461391,Folder07
1370461415,Folder07
1370461458,Folder07
1370461726,Folder07
1370461809,Folder07
1370461858,Folder07
1370461900,Folder07
1370461960,Folder07
1370462477,Folder07
1370462684,Folder07
1370463035,Folder07
1370463042,Folder07
1370463047,Folder07
1370463065,Folder07
1370463165,Folder07
1370463209,Folder07
1370463262,Folder07
1370463746,Folder07
1370463772,Folder07
1370464140,Folder07
1370464534,Folder07
1370464639,Folder07
1370464641,Folder07
1370464820,Folder07
1370464913,Folder07
1370465025,Folder07
1370465363,Folder07
1370465389,Folder07
1370466264,Folder07
1370466337,Folder07
1370466533,Folder07
1370466807,Folder07
1370466884,Folder07
1370466905,Folder07
1370466999,Folder07
1370467011,Folder07
1370467065,Folder07
1370467255,Folder07
1370467532,Folder07
1370468042,Folder07
1370468071,Folder07
1370468177,Folder07
1370468244,Folder07
1370468298,Folder07
1370468428,Folder07
1370468457,Folder07
1370468839,Folder07
1370469107,Folder07
1370469304,Folder07
1370469358,Folder07
1370469361,Folder07
1370469492,Folder07
1370469500,Folder07
1370469923,Folder07
1370469946,Folder07
1370469956,Folder07
1370470005,Folder07
1370470123,Folder07
1370470140,Folder07
1370470247,Folder07
1370470251,Folder07
1370470473,Folder07
1370470478,Folder07
1370470497,Folder07
1370470975,Folder07
1370471180,Folder07
1370471310,Folder07
1370471475,Folder07
1370471582,Folder07
1370471705,Folder07
1370471968,Folder07
1370471998,Folder07
1370472027,Folder07
1370472143,Folder07
1370472307,Folder07
1370472469,Folder07
1370472508,Folder07
1370472558,Folder07
1370473093,Folder07
1370473099,Folder07
1370473269,Folder07
1370473352,Folder07
1370473450,Folder07
1370473755,Folder07
1370473933,Folder07
1370474165,Folder07
1370474190,Folder07
1370474268,Folder07
1370474288,Folder07
1370474365,Folder07
1370474602,Folder07
1370474945,Folder07
1370474960,Folder07
1370475013,Folder07
1370475078,Folder07
1370475146,Folder07
1370475349,Folder07
1370475370,Folder07
1370475384,Folder07
1370475393,Folder07
1370475440,Folder07
1370475668,Folder07
1370475692,Folder07
1370475696,Folder07
1370475760,Folder07
1370475765,Folder07
1370475790,Folder07
1370475982,Folder07
1370476197,Folder07
1370476306,Folder07
1370476319,Folder07
1370477160,Folder07
1370477266,Folder07
1370477594,Folder07
1370477677,Folder07
1370478129,Folder07
1370478332,Folder07
1370478600,Folder07
1370478755,Folder07
1370478785,Folder07
1370478952,Folder07
1370479286,Folder07
1370479321,Folder07
1370480157,Folder07
1370480193,Folder07
1370480247,Folder07
1370480527,Folder07
1370480653,Folder08
1370480772,Folder08
1370481023,Folder08
1370481424,Folder08
1370481541,Folder08
1370481592,Folder08
1370481629,Folder08
1370481920,Folder08
1370481962,Folder08
1370482096,Folder08
1370482897,Folder08
1370482924,Folder08
1370483043,Folder08
1370483137,Folder08
1370483200,Folder08
1370483250,Folder08
1370483396,Folder08
1370483436,Folder08
1370483475,Folder08
1370483574,Folder08
1370483576,Folder08
1370483668,Folder08
1370483751,Folder08
1370483943,Folder08
1370483994,Folder08
1370484210,Folder08
1370484544,Folder08
1370484727,Folder08
1370484858,Folder08
1370484864,Folder08
1370484875,Folder08
1370484930,Folder08
1370484983,Folder08
1370485087,Folder08
1370485356,Folder08
1370485534,Folder08
1370485566,Folder08
1370485583,Folder08
1370486148,Folder08
1370486272,Folder08
1370486276,Folder08
1370486355,Folder08
1370486357,Folder08
1370486485,Folder08
1370486563,Folder08
1370486728,Folder08
1370486745,Folder08
1370486994,Folder08
1370487017,Folder08
1370487167,Folder08
1370487249,Folder08
1370487554,Folder08
1370487604,Folder08
1370487669,Folder08
1370487688,Folder08
1370487929,Folder08
1370488312,Folder08
1370488367,Folder08
1370488463,Folder08
1370488477,Folder08
1370488615,Folder08
1370488815,Folder08
1370490653,Folder08
1370496961,Folder08
1370500364,Folder08
1370502244,Folder08
1370502811,Folder08
1370502832,Folder08
1370506667,Folder08
1370506797,Folder08
1370506814,Folder08
1370507736,Folder08
1370508070,Folder08
1370508088,Folder08
1370508270,Folder08
1370508335,Folder08
1370508510,Folder08
1370508524,Folder08
1370508537,Folder08
1370508719,Folder08
1370509421,Folder08
1370509629,Folder08
1370509658,Folder08
1370509744,Folder08
1370509799,Folder08
1370510049,Folder08
1370510295,Folder08
1370510334,Folder08
1370510368,Folder08
1370510577,Folder08
1370510627,Folder08
1370510733,Folder08
1370510821,Folder08
1370510875,Folder08
1370510892,Folder08
1370511002,Folder08
1370511026,Folder08
1370511076,Folder08
1370511186,Folder08
1370511246,Folder08
1370511767,Folder08
1370512223,Folder08
1370512235,Folder08
1370512304,Folder08
1370513081,Folder08
1370513142,Folder08
1370513159,Folder08
1370513229,Folder08
1370513657,Folder08
1370513726,Folder08
1370513985,Folder08
1370514016,Folder08
1370514204,Folder08
1370514866,Folder08
1370514902,Folder08
1370515085,Folder08
1370515220,Folder08
1370516170,Folder08
1370516173,Folder08
1370517234,Folder08
1370524880,Folder08
1370524893,Folder08
1370524982,Folder08
1371542602,Folder08
1371545989,Folder08
1371546000,Folder08
1371546029,Folder08
1371546050,Folder08
1371546078,Folder08
1371546084,Folder08
1371546142,Folder08
1371546239,Folder08
1371546251,Folder08
1371546282,Folder08
1371546293,Folder08
1371546299,Folder08
1371546309,Folder08
1371546343,Folder08
1371546366,Folder08
1371546374,Folder08
1371546465,Folder08
1371546527,Folder08
1371546544,Folder08
1371546548,Folder08
1371546550,Folder08
1371546574,Folder08
1371546724,Folder08
1371546738,Folder08
1371546755,Folder08
1371546884,Folder08
1371546913,Folder08
1371546953,Folder08
1371547014,Folder08
1371547073,Folder08
1371547110,Folder08
1371547134,Folder08
1372149869,Folder08
1373027,Folder08
1373045318,Folder08
1373045321,Folder08
1373146,Folder08
1374698,Folder08
1375381460,Folder08
1375381466,Folder08
1375381494,Folder08
1375381532,Folder08
1375383922,Folder08
13810560,Folder08
1384072088,Folder08
1384865969,Folder08
1386751319,Folder08
1387629629,Folder08
1388876057,Folder08
1389445377,Folder08
13899263,Folder08
13899269,Folder08
13899299,Folder08
13899303,Folder08
1391302953,Folder08
1391723662,Folder08
1391723758,Folder08
1391723773,Folder08
1391723955,Folder08
1391723997,Folder08
1393169534,Folder08
1393169642,Folder08
1393169715,Folder08
1393169939,Folder08
1393643644,Folder08
13937775,Folder08
13937920,Folder08
139394648,Folder08
139394668,Folder08
1394533380,Folder08
1394533400,Folder08
1394533542,Folder08
13959320,Folder08
1398331531,Folder08
13994280,Folder08
1401585306,Folder08
1401585337,Folder08
14017781,Folder08
14017845,Folder08
14017867,Folder08
14017881,Folder08
14017925,Folder08
14017953,Folder08
14017957,Folder08
1402110098,Folder08
1403340,Folder08
1403730220,Folder08
1403730222,Folder08
1403730232,Folder08
1403730240,Folder08
1403730260,Folder08
1403730268,Folder08
1403730282,Folder08
1403730306,Folder08
1403730328,Folder08
1403730330,Folder08
1403730342,Folder08
1403730354,Folder08
1403730356,Folder08
1403730360,Folder08
1403730368,Folder08
1403730394,Folder08
1403730408,Folder08
1403730410,Folder08
1403730416,Folder08
1403730418,Folder08
1403730420,Folder08
1403730424,Folder08
1403730426,Folder08
1403730452,Folder08
1403730454,Folder08
1403730460,Folder08
1403730472,Folder08
1403730482,Folder08
1403730492,Folder08
14041646,Folder08
14042947,Folder08
14042970,Folder08
14043022,Folder08
14043072,Folder08
1405260A,Folder08
1406928079,Folder08
1407510508,Folder08
1407718818,Folder08
1407721639,Folder08
1408050,Folder08
1408218,Folder09
1412955480,Folder09
14133229,Folder09
14141161,Folder09
14149613,Folder09
14149657,Folder09
14149740,Folder09
14149764,Folder09
14149771,Folder09
14149904,Folder09
14149991,Folder09
14150100,Folder09
14150171,Folder09
14150227,Folder09
14161692,Folder09
14164613,Folder09
14165425,Folder09
14165435,Folder09
1417916979,Folder09
141796971,Folder09
141797011,Folder09
1418928,Folder09
1418930,Folder09
14195607,Folder09
14196455,Folder09
14196457,Folder09
14196462,Folder09
14211816,Folder09
14211919,Folder09
14211923,Folder09
1423310396,Folder09
1424026929,Folder09
14249168,Folder09
14249178,Folder09
14249464,Folder09
14249554,Folder09
14249678,Folder09
14249846,Folder09
14251207,Folder09
14289175,Folder09
1430682797,Folder09
1430682798,Folder09
1430911726,Folder09
1432005433,Folder09
14330434,Folder09
14330448,Folder09
1433354118,Folder09
1434110711,Folder09
1435083045,Folder09
1438062,Folder09
1438116,Folder09
1441003428,Folder09
1443145690,Folder09
1444970106,Folder09
1445863678,Folder09
1447561286,Folder09
1448274535,Folder09
1448280894,Folder09
1448288088,Folder09
1448294226,Folder09
1448311381,Folder09
144853389,Folder09
144953895,Folder09
14495707,Folder09
1450244218,Folder09
1450246157,Folder09
14517602,Folder09
14522876,Folder09
145309304,Folder09
145309309,Folder09
145309322,Folder09
145309324,Folder09
145337861,Folder09
14550416,Folder09
145580631,Folder09
145651814,Folder09
145652526,Folder09
145699105,Folder09
145699123,Folder09
145699139,Folder09
14571922,Folder09
1458110,Folder09
14583268,Folder09
14588848,Folder09
14591924,Folder09
146231991,Folder09
14625445,Folder09
146262005,Folder09
146286069,Folder09
146327065,Folder09
146327819,Folder09
1464118752,Folder09
1464305966,Folder09
1464306052,Folder09
1464452460,Folder09
1465382708,Folder09
1465390212,Folder09
1465390234,Folder09
1465390285,Folder09
1465390600,Folder09
1465729077,Folder09
1465774,Folder09
14670350,Folder09
1468943,Folder09
14714568,Folder09
1472011202,Folder09
1474890168,Folder09
1475408969,Folder09
1476587954,Folder09
1477646,Folder09
1478050931,Folder09
1480771479,Folder09
1482178915,Folder09
1482178921,Folder09
148224427,Folder09
148225659,Folder09
148237498,Folder09
148276981,Folder09
1483186,Folder09
1483569500,Folder09
1483569552,Folder09
1484505910,Folder09
1484505929,Folder09
1484505971,Folder09
148491057,Folder09
148491080,Folder09
148491484,Folder09
148536853,Folder09
148539837,Folder09
148539846,Folder09
148596953,Folder09
148596957,Folder09
148596992,Folder09
148596996,Folder09
148612803,Folder09
148612825,Folder09
148613882,Folder09
148664205,Folder09
148699893,Folder09
148727370,Folder09
148728164,Folder09
148746193,Folder09
148762978,Folder09
148839350,Folder09
1488677,Folder09
148886661,Folder09
148887414,Folder09
1489866023,Folder09
1489866048,Folder09
1490271,Folder09
14916433,Folder09
14916445,Folder09
14916530,Folder09
14916977,Folder09
149192858,Folder09
1492526614,Folder09
149274643,Folder09
149363656,Folder09
149363702,Folder09
1496160301,Folder09
149944451,Folder09
149944640,Folder09
149999380,Folder09
150010558,Folder09
15010550,Folder09
15011974,Folder09
1502318A,Folder09
15030188,Folder09
150378456,Folder09
150378498,Folder09
150378539,Folder09
150417981,Folder09
1504307A,Folder09
1506533A,Folder09
15076795,Folder09
15079611,Folder09
151101140,Folder09
151101459,Folder09
151108411,Folder09
1511289948,Folder09
151301053,Folder09
151301154,Folder09
151301211,Folder09
15147343,Folder09
15149476,Folder09
1517914,Folder09
1519245950,Folder09
1519311859,Folder09
1519312407,Folder09
1519312624,Folder09
1519313143,Folder09
1519313780,Folder09
1519314174,Folder09
1519314416,Folder09
1519316245,Folder09
1519316404,Folder09
1519473601,Folder09
152031576,Folder09
152032348,Folder09
15208651,Folder09
15214530,Folder09
1525621953,Folder09
1525621979,Folder09
1526978,Folder09
1527146933,Folder09
15277229,Folder09
15277251,Folder09
15277280,Folder09
15277813,Folder09
153082752,Folder09
153217446,Folder09
153218470,Folder09
153218660,Folder09
153251878,Folder09
153266841,Folder09
153285461,Folder09
1533911195,Folder09
1536901840,Folder09
15375094,Folder09
153791192,Folder09
153791244,Folder09
153791362,Folder09
153791514,Folder09
153791586,Folder09
153792144,Folder09
153792780,Folder09
1538591709,Folder09
153945736,Folder09
153945790,Folder09
153946397,Folder09
1539602260,Folder09
15421162,Folder09
154240686,Folder09
154275765,Folder09
154354979,Folder09
15451916,Folder09
1546278279,Folder09
154689769,Folder09
154759423,Folder09
154800457,Folder09
15488920,Folder09
15488926,Folder09
154937344,Folder09
155029550,Folder09
1552324,Folder09
15529064,Folder09
1552978231,Folder09
15529980,Folder09
15559286,Folder09
15559784,Folder09
155723000,Folder10
156071474,Folder10
156071476,Folder10
156104878,Folder10
156105697,Folder10
156119605,Folder10
156119627,Folder10
156142180,Folder10
156151441,Folder10
156151445,Folder10
15617453,Folder10
15619015,Folder10
15620825,Folder10
15620827,Folder10
15620833,Folder10
15620845,Folder10
15620873,Folder10
15620905,Folder10
15620907,Folder10
15620921,Folder10
15620923,Folder10
156229757,Folder10
156230143,Folder10
156230630,Folder10
156230652,Folder10
156230948,Folder10
15625544,Folder10
15625570,Folder10
156616275,Folder10
1566185445,Folder10
156766050,Folder10
156891692,Folder10
156914811,Folder10
156938257,Folder10
156938331,Folder10
157266292,Folder10
157266317,Folder10
157266326,Folder10
157276588,Folder10
157277988,Folder10
157364926,Folder10
157384932,Folder10
157388902,Folder10
157388919,Folder10
157388957,Folder10
15741221,Folder10
157415950,Folder10
157502191,Folder10
157671949,Folder10
157738694,Folder10
157743280,Folder10
157743290,Folder10
157785649,Folder10
15779032,Folder10
15823659,Folder10
158254191,Folder10
158255640,Folder10
158258861,Folder10
15834617,Folder10
158513765,Folder10
1585222,Folder10
158523286,Folder10
1586345,Folder10
158706475,Folder10
1588315,Folder10
16041783,Folder10
160677,Folder10
1609046161,Folder10
1610575763,Folder10
161169017,Folder10
16117781,Folder10
1613788,Folder10
1616011330,Folder10
1616229A,Folder10
1617004,Folder10
1620909,Folder10
1625649104,Folder10
16265875,Folder10
16306543,Folder10
16306580,Folder10
16306859,Folder10
1634229907,Folder10
